# tel3/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.329111 0.00708614
-0.27835 0.00705586
-0.0554822 0.00726099
-0.360115 0.00683251
-0.273207 0.00712329
-0.393772 0.00690839
-0.463011 0.00746141
0.0288241 0.00709513
-0.338748 0.00724842
-0.301385 0.00694563
-0.532565 0.00687027
-0.361174 0.00687951
-0.373385 0.00707326
-0.456253 0.00687648
-0.133735 0.00673215
-0.527341 0.00682971
