# tel3/ch2MeV_dEX.dat is created from AlphaCalibration.C
# offset gain
0.283612 0.00275877
0.282676 0.00269927
0.300788 0.00265964
0.301273 0.00266694
0.285909 0.00279027
0.296135 0.00268187
0.300165 0.00270997
0.306324 0.00272847
0.293763 0.00265331
0.289701 0.00274484
0.308564 0.00275603
0.311857 0.00263448
0.315606 0.00277974
0.317996 0.00269483
0.324418 0.00274026
0.347561 0.00275521
