0.000000	1.92166   	180.000000	4.72262   	
0.015578	1.92166   	179.714374	4.72267   	
0.031157	1.92165   	179.428751	4.7228    	
0.046735	1.92165   	179.143136	4.72301   	
0.062313	1.92164   	178.857531	4.72331   	
0.077890	1.92162   	178.571941	4.7237    	
0.093467	1.92161   	178.286368	4.72418   	
0.109043	1.92159   	178.000817	4.72474   	
0.124618	1.92156   	177.715291	4.72539   	
0.140192	1.92154   	177.429793	4.72612   	
0.155765	1.92151   	177.144328	4.72694   	
0.171337	1.92148   	176.858898	4.72785   	
0.186908	1.92144   	176.573507	4.72884   	
0.202478	1.92141   	176.288160	4.72992   	
0.218045	1.92137   	176.002858	4.73108   	
0.233612	1.92132   	175.717606	4.73233   	
0.249176	1.92128   	175.432408	4.73367   	
0.264739	1.92123   	175.147266	4.7351    	
0.280300	1.92117   	174.862185	4.73661   	
0.295858	1.92112   	174.577168	4.7382    	
0.311415	1.92106   	174.292218	4.73988   	
0.326969	1.921     	174.007339	4.74165   	
0.342520	1.92093   	173.722534	4.74351   	
0.358069	1.92087   	173.437807	4.74545   	
0.373616	1.9208    	173.153162	4.74747   	
0.389159	1.92072   	172.868601	4.74959   	
0.404700	1.92065   	172.584129	4.75179   	
0.420238	1.92057   	172.299748	4.75407   	
0.435772	1.92048   	172.015462	4.75644   	
0.451304	1.9204    	171.731275	4.7589    	
0.466832	1.92031   	171.447190	4.76144   	
0.482356	1.92022   	171.163209	4.76407   	
0.497877	1.92012   	170.879338	4.76679   	
0.513394	1.92003   	170.595579	4.76959   	
0.528907	1.91993   	170.311935	4.77248   	
0.544417	1.91982   	170.028409	4.77545   	
0.559922	1.91972   	169.745006	4.77851   	
0.575423	1.91961   	169.461728	4.78165   	
0.590920	1.9195    	169.178579	4.78488   	
0.606413	1.91938   	168.895562	4.7882    	
0.621901	1.91926   	168.612679	4.7916    	
0.637384	1.91914   	168.329936	4.79508   	
0.652862	1.91902   	168.047334	4.79866   	
0.668336	1.91889   	167.764877	4.80232   	
0.683805	1.91876   	167.482568	4.80606   	
0.699268	1.91863   	167.200410	4.80989   	
0.714726	1.91849   	166.918407	4.8138    	
0.730179	1.91835   	166.636562	4.8178    	
0.745627	1.91821   	166.354877	4.82189   	
0.761069	1.91806   	166.073356	4.82606   	
0.776505	1.91792   	165.792002	4.83032   	
0.791936	1.91777   	165.510818	4.83466   	
0.807360	1.91761   	165.229808	4.83908   	
0.822779	1.91745   	164.948973	4.8436    	
0.838191	1.91729   	164.668318	4.84819   	
0.853597	1.91713   	164.387845	4.85287   	
0.868997	1.91697   	164.107557	4.85764   	
0.884390	1.9168    	163.827457	4.86249   	
0.899777	1.91663   	163.547548	4.86743   	
0.915157	1.91645   	163.267833	4.87245   	
0.930530	1.91627   	162.988315	4.87756   	
0.945896	1.91609   	162.708997	4.88275   	
0.961255	1.91591   	162.429882	4.88803   	
0.976607	1.91572   	162.150972	4.89339   	
0.991951	1.91553   	161.872270	4.89883   	
1.007288	1.91534   	161.593780	4.90437   	
1.022618	1.91515   	161.315503	4.90998   	
1.037940	1.91495   	161.037443	4.91568   	
1.053254	1.91475   	160.759602	4.92146   	
1.068560	1.91454   	160.481983	4.92733   	
1.083858	1.91434   	160.204589	4.93328   	
1.099148	1.91413   	159.927422	4.93932   	
1.114430	1.91391   	159.650486	4.94544   	
1.129703	1.9137    	159.373782	4.95165   	
1.144968	1.91348   	159.097313	4.95794   	
1.160225	1.91326   	158.821081	4.96431   	
1.175473	1.91303   	158.545091	4.97077   	
1.190712	1.91281   	158.269342	4.97731   	
1.205942	1.91258   	157.993840	4.98393   	
1.221162	1.91234   	157.718585	4.99064   	
1.236374	1.91211   	157.443580	4.99743   	
