# tel5/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.0231369 0.00471949
0.00399458 0.00472799
0.012171 0.0047483
0.0635257 0.00465027
-0.0147268 0.00460782
0.0177681 0.00473667
0.000873134 0.00471709
-0.000555703 0.00470536
-0.033983 0.00491802
0.04998 0.00464481
-0.0196612 0.00476559
0.0 1.0
-0.0132321 0.00474443
0.0137555 0.0047336
-0.0166065 0.00482468
-0.0241451 0.00472288
