# tel5/dEX.dat is created from AlphaCalibration.C
# offset gain
0.311465 0.00163032
0.286851 0.00162897
0.25808 0.00163093
0.247812 0.00165417
0.246485 0.00164159
0.235371 0.00164178
0.218519 0.00165585
0.216868 0.0016067
0.216881 0.00164987
0.202876 0.00164903
0.190067 0.00165596
0.197983 0.00163218
0.175707 0.00165856
0.18373 0.00166681
0.197691 0.00163228
0.213596 0.00165004
