# tel6/dEX.dat is created from AlphaCalibration.C
# offset gain
0.0568542 0.00164927
0.0635496 0.00165495
0.0737429 0.00169541
0.087058 0.00160872
0.0991876 0.00163405
0.107368 0.00161718
0.120718 0.00169685
0.120131 0.00165007
0.127303 0.00164547
0.1486 0.00165718
0.161016 0.00164151
0.174762 0.00163791
0.175216 0.00166946
0.181198 0.00162971
0.210318 0.00167784
0.280519 0.00162888
