# tel6/dEY.dat is created from AlphaCalibration.C
# offset gain
0.120057 0.00171889
0.126518 0.0017383
0.121486 0.00175275
0.117401 0.00173396
0.134053 0.00169224
0.152509 0.00174774
0.133226 0.00173993
0.0 0.0
0.107549 0.00179662
0.132977 0.00171562
0.108677 0.00174604
0.122768 0.00170697
0.127742 0.0017294
0.103689 0.00174132
0.0898051 0.00177123
0.0661426 0.00172945
