# tel3/dEY.dat is created from AlphaCalibration.C
# offset gain
-0.294534 0.00470071
-0.205001 0.00445345
-0.225343 0.00437858
-0.291451 0.0045606
-0.172936 0.00339426
-0.339326 0.00419657
-0.424059 0.00466853
-0.176682 0.00455353
-0.232762 0.00415523
-0.365812 0.0043178
-0.278229 0.00458994
-0.288356 0.00387212
-0.0479337 0.00420322
0.102392 0.00404476
-0.103615 0.00407381
-0.176567 0.00376109
