# tel3/dEX.dat is created from AlphaCalibration.C
# offset gain
-0.464368 0.00411664
-0.200949 0.00375935
-0.250044 0.0039975
-0.32089 0.0038841
-0.212517 0.0040333
-0.17292 0.00399236
-0.147167 0.00391024
-0.141912 0.003948
-0.0891954 0.003817
0.0333473 0.00327025
-0.12211 0.00390438
-0.0395009 0.00375092
-0.044613 0.00412349
-0.0975345 0.00407682
-0.157067 0.00404634
-0.132513 0.00408026
