# tel1/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.531617 0.00793234
-0.567115 0.00771327
-0.515409 0.00794721
-0.750101 0.0080422
-0.379246 0.00776956
0.099147 0.00735
-0.515639 0.00756445
-0.862182 0.00829352
-0.461046 0.00805719
-0.607682 0.00764608
-0.530878 0.00776061
-0.423195 0.00756703
-0.614492 0.00815486
-0.443418 0.0076778
-0.630628 0.0080648
-0.53064 0.00775239
