# tel2/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.729142 0.00944094
-0.709054 0.00927809
-0.621703 0.0089676
-0.765718 0.00913094
-0.684395 0.00952093
-0.521286 0.00937486
-0.683114 0.00944258
-0.529602 0.00954217
-0.609885 0.00910664
-0.461187 0.00879174
-0.678152 0.00886481
-0.798836 0.00906336
-0.791102 0.00908821
-0.642059 0.00922575
-0.745742 0.00886632
-0.35345 0.00876557
