# tel4/dEX.dat is created from AlphaCalibration.C
# offset gain
0.0184311 0.0016629
0.0263406 0.00156472
0.0243178 0.00158628
0.0297907 0.00158569
0.033218 0.0016162
0.040608 0.0016144
0.0422138 0.00160763
0.0440094 0.0016054
0.0392573 0.0016109
0.0514186 0.00160697
0.0590581 0.00159063
0.0562582 0.00161046
0.0603719 0.00162032
0.0710811 0.00160404
0.06088 0.00159561
0.0821097 0.00155401
