 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 05, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\24Mg12+_in_He50torr.txt

 Ion = Magnesium [12] , Mass = 23.9785 amu

 Target Density =  1.0699E-05 g/cm3 = 1.6095E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   7.442E-04  2.283E-03   10.72 mm     1.67 mm     1.47 mm  
  40.00 keV   7.686E-04  2.225E-03   11.51 mm     1.77 mm     1.57 mm  
  45.00 keV   8.152E-04  2.120E-03   13.12 mm     1.98 mm     1.77 mm  
  50.00 keV   8.742E-04  2.026E-03   14.75 mm     2.18 mm     1.96 mm  
  55.00 keV   9.495E-04  1.941E-03   16.40 mm     2.37 mm     2.16 mm  
  60.00 keV   1.018E-03  1.864E-03   18.05 mm     2.56 mm     2.35 mm  
  65.00 keV   1.079E-03  1.794E-03   19.72 mm     2.74 mm     2.55 mm  
  70.00 keV   1.133E-03  1.730E-03   21.39 mm     2.92 mm     2.74 mm  
  80.00 keV   1.220E-03  1.616E-03   24.76 mm     3.28 mm     3.12 mm  
  90.00 keV   1.286E-03  1.519E-03   28.17 mm     3.63 mm     3.50 mm  
 100.00 keV   1.337E-03  1.435E-03   31.63 mm     3.96 mm     3.87 mm  
 110.00 keV   1.378E-03  1.361E-03   35.13 mm     4.28 mm     4.24 mm  
 120.00 keV   1.414E-03  1.295E-03   38.69 mm     4.60 mm     4.61 mm  
 130.00 keV   1.446E-03  1.236E-03   42.28 mm     4.90 mm     4.98 mm  
 140.00 keV   1.477E-03  1.183E-03   45.91 mm     5.20 mm     5.34 mm  
 150.00 keV   1.508E-03  1.135E-03   49.56 mm     5.50 mm     5.70 mm  
 160.00 keV   1.539E-03  1.092E-03   53.25 mm     5.78 mm     6.06 mm  
 170.00 keV   1.571E-03  1.052E-03   56.95 mm     6.06 mm     6.41 mm  
 180.00 keV   1.604E-03  1.015E-03   60.66 mm     6.33 mm     6.76 mm  
 200.00 keV   1.674E-03  9.502E-04   68.09 mm     6.90 mm     7.45 mm  
 225.00 keV   1.770E-03  8.811E-04   77.33 mm     7.57 mm     8.28 mm  
 250.00 keV   1.874E-03  8.225E-04   86.47 mm     8.19 mm     9.07 mm  
 275.00 keV   1.986E-03  7.722E-04   95.43 mm     8.76 mm     9.83 mm  
 300.00 keV   2.104E-03  7.284E-04  104.19 mm     9.28 mm    10.55 mm  
 325.00 keV   2.227E-03  6.899E-04  112.71 mm     9.76 mm    11.23 mm  
 350.00 keV   2.356E-03  6.558E-04  120.99 mm    10.19 mm    11.87 mm  
 375.00 keV   2.487E-03  6.253E-04  129.01 mm    10.59 mm    12.48 mm  
 400.00 keV   2.621E-03  5.978E-04  136.77 mm    10.96 mm    13.05 mm  
 450.00 keV   2.892E-03  5.502E-04  151.54 mm    11.69 mm    14.08 mm  
 500.00 keV   3.163E-03  5.105E-04  165.39 mm    12.31 mm    14.99 mm  
 550.00 keV   3.432E-03  4.766E-04  178.41 mm    12.84 mm    15.81 mm  
 600.00 keV   3.697E-03  4.475E-04  190.67 mm    13.29 mm    16.53 mm  
 650.00 keV   3.958E-03  4.220E-04  202.27 mm    13.68 mm    17.18 mm  
 700.00 keV   4.216E-03  3.996E-04  213.26 mm    14.03 mm    17.76 mm  
 800.00 keV   4.731E-03  3.619E-04  233.67 mm    14.75 mm    18.77 mm  
 900.00 keV   5.250E-03  3.312E-04  252.25 mm    15.31 mm    19.61 mm  
   1.00 MeV   5.775E-03  3.058E-04  269.27 mm    15.77 mm    20.31 mm  
   1.10 MeV   6.306E-03  2.844E-04  284.95 mm    16.15 mm    20.91 mm  
   1.20 MeV   6.839E-03  2.660E-04  299.46 mm    16.47 mm    21.42 mm  
   1.30 MeV   7.371E-03  2.501E-04  312.97 mm    16.73 mm    21.87 mm  
   1.40 MeV   7.899E-03  2.361E-04  325.60 mm    16.96 mm    22.26 mm  
   1.50 MeV   8.421E-03  2.238E-04  337.46 mm    17.16 mm    22.60 mm  
   1.60 MeV   8.933E-03  2.128E-04  348.65 mm    17.33 mm    22.90 mm  
   1.70 MeV   9.436E-03  2.029E-04  359.26 mm    17.49 mm    23.17 mm  
   1.80 MeV   9.926E-03  1.939E-04  369.34 mm    17.62 mm    23.42 mm  
   2.00 MeV   1.087E-02  1.784E-04  388.17 mm    17.95 mm    23.84 mm  
   2.25 MeV   1.197E-02  1.625E-04  409.68 mm    18.33 mm    24.27 mm  
   2.50 MeV   1.299E-02  1.493E-04  429.42 mm    18.65 mm    24.62 mm  
   2.75 MeV   1.392E-02  1.383E-04  447.77 mm    18.91 mm    24.91 mm  
   3.00 MeV   1.477E-02  1.289E-04  465.00 mm    19.13 mm    25.17 mm  
   3.25 MeV   1.554E-02  1.208E-04  481.33 mm    19.33 mm    25.39 mm  
   3.50 MeV   1.625E-02  1.138E-04  496.91 mm    19.51 mm    25.58 mm  
   3.75 MeV   1.690E-02  1.075E-04  511.87 mm    19.66 mm    25.75 mm  
   4.00 MeV   1.749E-02  1.020E-04  526.30 mm    19.81 mm    25.91 mm  
   4.50 MeV   1.852E-02  9.259E-05  553.89 mm    20.26 mm    26.18 mm  
   5.00 MeV   1.938E-02  8.489E-05  580.12 mm    20.65 mm    26.41 mm  
   5.50 MeV   2.011E-02  7.845E-05  605.30 mm    21.00 mm    26.61 mm  
   6.00 MeV   2.073E-02  7.298E-05  629.67 mm    21.32 mm    26.78 mm  
   6.50 MeV   2.126E-02  6.827E-05  653.39 mm    21.61 mm    26.94 mm  
   7.00 MeV   2.171E-02  6.417E-05  676.58 mm    21.89 mm    27.08 mm  
   8.00 MeV   2.242E-02  5.738E-05  721.74 mm    22.86 mm    27.33 mm  
   9.00 MeV   2.295E-02  5.197E-05  765.68 mm    23.73 mm    27.55 mm  
  10.00 MeV   2.334E-02  4.755E-05  808.77 mm    24.54 mm    27.75 mm  
  11.00 MeV   2.361E-02  4.386E-05  851.27 mm    25.30 mm    27.92 mm  
  12.00 MeV   2.380E-02  4.074E-05  893.36 mm    26.02 mm    28.08 mm  
  13.00 MeV   2.392E-02  3.806E-05  935.20 mm    26.71 mm    28.23 mm  
  14.00 MeV   2.398E-02  3.573E-05  976.88 mm    27.37 mm    28.38 mm  
  15.00 MeV   2.399E-02  3.368E-05    1.02 m     28.02 mm    28.51 mm  
  16.00 MeV   2.396E-02  3.187E-05    1.06 m     28.65 mm    28.64 mm  
  17.00 MeV   2.390E-02  3.026E-05    1.10 m     29.27 mm    28.76 mm  
  18.00 MeV   2.382E-02  2.881E-05    1.14 m     29.89 mm    28.88 mm  
  20.00 MeV   2.359E-02  2.632E-05    1.23 m     32.21 mm    29.10 mm  
  22.50 MeV   2.321E-02  2.378E-05    1.33 m     35.60 mm    29.37 mm  
  25.00 MeV   2.277E-02  2.171E-05    1.44 m     38.81 mm    29.63 mm  
  27.50 MeV   2.230E-02  1.999E-05    1.55 m     41.89 mm    29.89 mm  
  30.00 MeV   2.181E-02  1.854E-05    1.67 m     44.87 mm    30.14 mm  
  32.50 MeV   2.131E-02  1.729E-05    1.78 m     47.80 mm    30.39 mm  
  35.00 MeV   2.081E-02  1.621E-05    1.90 m     50.68 mm    30.64 mm  
  37.50 MeV   2.032E-02  1.526E-05    2.02 m     53.54 mm    30.89 mm  
  40.00 MeV   1.985E-02  1.443E-05    2.15 m     56.37 mm    31.14 mm  
  45.00 MeV   1.893E-02  1.302E-05    2.41 m     67.18 mm    31.66 mm  
  50.00 MeV   1.816E-02  1.187E-05    2.68 m     77.28 mm    32.20 mm  
  55.00 MeV   1.742E-02  1.092E-05    2.96 m     86.94 mm    32.76 mm  
  60.00 MeV   1.665E-02  1.011E-05    3.25 m     96.37 mm    33.35 mm  
  65.00 MeV   1.600E-02  9.425E-06    3.56 m    105.69 mm    33.97 mm  
  70.00 MeV   1.539E-02  8.829E-06    3.87 m    114.92 mm    34.63 mm  
  80.00 MeV   1.432E-02  7.848E-06    4.55 m    149.33 mm    36.04 mm  
  90.00 MeV   1.339E-02  7.071E-06    5.27 m    180.98 mm    37.59 mm  
 100.00 MeV   1.258E-02  6.441E-06    6.04 m    211.32 mm    39.30 mm  
 110.00 MeV   1.187E-02  5.919E-06    6.86 m    240.98 mm    41.17 mm  
 120.00 MeV   1.125E-02  5.478E-06    7.72 m    270.33 mm    43.19 mm  
 130.00 MeV   1.069E-02  5.102E-06    8.64 m    299.58 mm    45.37 mm  
 140.00 MeV   1.019E-02  4.776E-06    9.59 m    328.86 mm    47.71 mm  
 150.00 MeV   9.735E-03  4.491E-06   10.60 m    358.26 mm    50.21 mm  
 160.00 MeV   9.324E-03  4.240E-06   11.65 m    387.85 mm    52.87 mm  
 170.00 MeV   8.947E-03  4.016E-06   12.74 m    417.67 mm    55.67 mm  
 180.00 MeV   8.600E-03  3.816E-06   13.88 m    447.77 mm    58.63 mm  
 200.00 MeV   7.981E-03  3.473E-06   16.30 m    563.24 mm    64.99 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.3470E+02                keV / (ug/cm2) 
  9.3470E+02                MeV / (mg/cm2) 
  9.3470E+05                keV / (mg/cm2) 
  6.2130E+03                 eV / (1E15 atoms/cm2)
  9.3295E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
