 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 05, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\26Si14+_in_He150torr.txt

 Ion = Silicon [14] , Mass = 25.9847 amu

 Target Density =  3.2096E-05 g/cm3 = 4.8284E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   4.267E-03  8.648E-03    2.75 mm   411.19 um   367.07 um  
  40.00 keV   4.407E-03  8.456E-03    2.94 mm   433.12 um   388.36 um  
  45.00 keV   4.674E-03  8.099E-03    3.31 mm   477.33 um   430.73 um  
  50.00 keV   4.927E-03  7.775E-03    3.69 mm   520.15 um   472.76 um  
  55.00 keV   5.058E-03  7.480E-03    4.07 mm   561.95 um   514.55 um  
  60.00 keV   5.213E-03  7.210E-03    4.45 mm   602.95 um   556.21 um  
  65.00 keV   5.433E-03  6.962E-03    4.84 mm   642.98 um   597.62 um  
  70.00 keV   5.675E-03  6.734E-03    5.23 mm   681.85 um   638.65 um  
  80.00 keV   6.153E-03  6.326E-03    6.00 mm   759.66 um   719.33 um  
  90.00 keV   6.565E-03  5.972E-03    6.78 mm   832.55 um   797.96 um  
 100.00 keV   6.894E-03  5.662E-03    7.55 mm   901.46 um   874.67 um  
 110.00 keV   7.148E-03  5.387E-03    8.32 mm   967.22 um   949.71 um  
 120.00 keV   7.340E-03  5.142E-03    9.10 mm     1.03 mm     1.02 mm  
 130.00 keV   7.485E-03  4.922E-03    9.88 mm     1.09 mm     1.10 mm  
 140.00 keV   7.597E-03  4.723E-03   10.67 mm     1.15 mm     1.17 mm  
 150.00 keV   7.685E-03  4.541E-03   11.46 mm     1.21 mm     1.24 mm  
 160.00 keV   7.758E-03  4.375E-03   12.26 mm     1.27 mm     1.31 mm  
 170.00 keV   7.823E-03  4.223E-03   13.07 mm     1.32 mm     1.38 mm  
 180.00 keV   7.883E-03  4.083E-03   13.88 mm     1.38 mm     1.45 mm  
 200.00 keV   8.003E-03  3.832E-03   15.53 mm     1.49 mm     1.58 mm  
 225.00 keV   8.174E-03  3.565E-03   17.60 mm     1.64 mm     1.75 mm  
 250.00 keV   8.381E-03  3.337E-03   19.69 mm     1.77 mm     1.92 mm  
 275.00 keV   8.629E-03  3.140E-03   21.78 mm     1.90 mm     2.08 mm  
 300.00 keV   8.916E-03  2.968E-03   23.86 mm     2.02 mm     2.23 mm  
 325.00 keV   9.239E-03  2.816E-03   25.91 mm     2.13 mm     2.38 mm  
 350.00 keV   9.593E-03  2.681E-03   27.93 mm     2.24 mm     2.52 mm  
 375.00 keV   9.974E-03  2.560E-03   29.92 mm     2.34 mm     2.66 mm  
 400.00 keV   1.038E-02  2.451E-03   31.86 mm     2.43 mm     2.80 mm  
 450.00 keV   1.123E-02  2.261E-03   35.60 mm     2.62 mm     3.04 mm  
 500.00 keV   1.213E-02  2.102E-03   39.16 mm     2.79 mm     3.27 mm  
 550.00 keV   1.304E-02  1.966E-03   42.54 mm     2.93 mm     3.47 mm  
 600.00 keV   1.396E-02  1.849E-03   45.75 mm     3.05 mm     3.65 mm  
 650.00 keV   1.487E-02  1.746E-03   48.80 mm     3.16 mm     3.82 mm  
 700.00 keV   1.578E-02  1.655E-03   51.71 mm     3.26 mm     3.97 mm  
 800.00 keV   1.757E-02  1.502E-03   57.14 mm     3.46 mm     4.24 mm  
 900.00 keV   1.936E-02  1.378E-03   62.12 mm     3.63 mm     4.46 mm  
   1.00 MeV   2.115E-02  1.274E-03   66.73 mm     3.76 mm     4.66 mm  
   1.10 MeV   2.295E-02  1.186E-03   70.99 mm     3.88 mm     4.82 mm  
   1.20 MeV   2.473E-02  1.111E-03   74.97 mm     3.97 mm     4.97 mm  
   1.30 MeV   2.651E-02  1.045E-03   78.70 mm     4.05 mm     5.09 mm  
   1.40 MeV   2.825E-02  9.879E-04   82.20 mm     4.12 mm     5.20 mm  
   1.50 MeV   2.997E-02  9.370E-04   85.51 mm     4.18 mm     5.30 mm  
   1.60 MeV   3.164E-02  8.916E-04   88.65 mm     4.24 mm     5.39 mm  
   1.70 MeV   3.327E-02  8.507E-04   91.64 mm     4.28 mm     5.47 mm  
   1.80 MeV   3.485E-02  8.138E-04   94.49 mm     4.33 mm     5.55 mm  
   2.00 MeV   3.785E-02  7.496E-04   99.86 mm     4.43 mm     5.67 mm  
   2.25 MeV   4.134E-02  6.834E-04  106.05 mm     4.56 mm     5.81 mm  
   2.50 MeV   4.452E-02  6.288E-04  111.77 mm     4.66 mm     5.92 mm  
   2.75 MeV   4.743E-02  5.829E-04  117.12 mm     4.75 mm     6.01 mm  
   3.00 MeV   5.008E-02  5.438E-04  122.18 mm     4.83 mm     6.09 mm  
   3.25 MeV   5.252E-02  5.100E-04  127.00 mm     4.89 mm     6.16 mm  
   3.50 MeV   5.475E-02  4.805E-04  131.61 mm     4.95 mm     6.23 mm  
   3.75 MeV   5.680E-02  4.545E-04  136.04 mm     5.01 mm     6.28 mm  
   4.00 MeV   5.870E-02  4.313E-04  140.33 mm     5.06 mm     6.34 mm  
   4.50 MeV   6.208E-02  3.919E-04  148.54 mm     5.21 mm     6.43 mm  
   5.00 MeV   6.501E-02  3.596E-04  156.36 mm     5.35 mm     6.50 mm  
   5.50 MeV   6.757E-02  3.326E-04  163.85 mm     5.47 mm     6.57 mm  
   6.00 MeV   6.983E-02  3.096E-04  171.09 mm     5.58 mm     6.63 mm  
   6.50 MeV   7.183E-02  2.898E-04  178.11 mm     5.68 mm     6.69 mm  
   7.00 MeV   7.361E-02  2.726E-04  184.95 mm     5.77 mm     6.74 mm  
   8.00 MeV   7.663E-02  2.439E-04  198.21 mm     6.08 mm     6.82 mm  
   9.00 MeV   7.906E-02  2.211E-04  211.01 mm     6.36 mm     6.90 mm  
  10.00 MeV   8.103E-02  2.024E-04  223.46 mm     6.61 mm     6.96 mm  
  11.00 MeV   8.260E-02  1.868E-04  235.65 mm     6.84 mm     7.02 mm  
  12.00 MeV   8.386E-02  1.736E-04  247.63 mm     7.06 mm     7.08 mm  
  13.00 MeV   8.484E-02  1.623E-04  259.46 mm     7.27 mm     7.13 mm  
  14.00 MeV   8.559E-02  1.524E-04  271.17 mm     7.46 mm     7.18 mm  
  15.00 MeV   8.614E-02  1.437E-04  282.79 mm     7.65 mm     7.22 mm  
  16.00 MeV   8.651E-02  1.361E-04  294.35 mm     7.82 mm     7.26 mm  
  17.00 MeV   8.674E-02  1.292E-04  305.88 mm     8.00 mm     7.31 mm  
  18.00 MeV   8.684E-02  1.231E-04  317.38 mm     8.17 mm     7.34 mm  
  20.00 MeV   8.672E-02  1.125E-04  340.39 mm     8.80 mm     7.42 mm  
  22.50 MeV   8.611E-02  1.017E-04  369.28 mm     9.72 mm     7.50 mm  
  25.00 MeV   8.514E-02  9.288E-05  398.44 mm    10.56 mm     7.59 mm  
  27.50 MeV   8.393E-02  8.556E-05  427.98 mm    11.37 mm     7.67 mm  
  30.00 MeV   8.255E-02  7.937E-05  457.99 mm    12.14 mm     7.74 mm  
  32.50 MeV   8.107E-02  7.407E-05  488.52 mm    12.90 mm     7.82 mm  
  35.00 MeV   7.953E-02  6.946E-05  519.63 mm    13.63 mm     7.89 mm  
  37.50 MeV   7.796E-02  6.543E-05  551.36 mm    14.36 mm     7.97 mm  
  40.00 MeV   7.639E-02  6.186E-05  583.73 mm    15.08 mm     8.04 mm  
  45.00 MeV   7.329E-02  5.584E-05  650.52 mm    17.80 mm     8.20 mm  
  50.00 MeV   7.032E-02  5.094E-05  720.13 mm    20.36 mm     8.35 mm  
  55.00 MeV   6.793E-02  4.687E-05  792.44 mm    22.79 mm     8.51 mm  
  60.00 MeV   6.542E-02  4.343E-05  867.41 mm    25.14 mm     8.68 mm  
  65.00 MeV   6.284E-02  4.049E-05  945.36 mm    27.46 mm     8.85 mm  
  70.00 MeV   6.065E-02  3.794E-05    1.03 m     29.76 mm     9.02 mm  
  80.00 MeV   5.670E-02  3.374E-05    1.20 m     38.32 mm     9.40 mm  
  90.00 MeV   5.327E-02  3.041E-05    1.38 m     46.17 mm     9.81 mm  
 100.00 MeV   5.027E-02  2.771E-05    1.57 m     53.67 mm    10.26 mm  
 110.00 MeV   4.763E-02  2.547E-05    1.78 m     60.97 mm    10.74 mm  
 120.00 MeV   4.530E-02  2.358E-05    1.99 m     68.16 mm    11.25 mm  
 130.00 MeV   4.322E-02  2.197E-05    2.22 m     75.29 mm    11.80 mm  
 140.00 MeV   4.134E-02  2.057E-05    2.45 m     82.41 mm    12.38 mm  
 150.00 MeV   3.965E-02  1.935E-05    2.70 m     89.52 mm    13.00 mm  
 160.00 MeV   3.810E-02  1.827E-05    2.96 m     96.64 mm    13.65 mm  
 170.00 MeV   3.668E-02  1.731E-05    3.23 m    103.79 mm    14.33 mm  
 180.00 MeV   3.538E-02  1.645E-05    3.50 m    110.98 mm    15.04 mm  
 200.00 MeV   3.304E-02  1.497E-05    4.09 m    138.47 mm    16.57 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.1158E+02                keV / (ug/cm2) 
  3.1158E+02                MeV / (mg/cm2) 
  3.1158E+05                keV / (mg/cm2) 
  2.0711E+03                 eV / (1E15 atoms/cm2)
  2.7435E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
