 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 05, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\26Si13+_in_He50torr.txt

 Ion = Silicon [14] , Mass = 25.9852 amu

 Target Density =  1.0699E-05 g/cm3 = 1.6095E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   1.422E-03  2.883E-03    8.26 mm     1.23 mm     1.10 mm  
  40.00 keV   1.469E-03  2.819E-03    8.81 mm     1.30 mm     1.17 mm  
  45.00 keV   1.558E-03  2.700E-03    9.93 mm     1.43 mm     1.29 mm  
  50.00 keV   1.642E-03  2.592E-03   11.06 mm     1.56 mm     1.42 mm  
  55.00 keV   1.686E-03  2.494E-03   12.20 mm     1.69 mm     1.54 mm  
  60.00 keV   1.738E-03  2.404E-03   13.36 mm     1.81 mm     1.67 mm  
  65.00 keV   1.811E-03  2.321E-03   14.52 mm     1.93 mm     1.79 mm  
  70.00 keV   1.892E-03  2.245E-03   15.68 mm     2.05 mm     1.92 mm  
  80.00 keV   2.051E-03  2.109E-03   18.01 mm     2.28 mm     2.16 mm  
  90.00 keV   2.188E-03  1.991E-03   20.33 mm     2.50 mm     2.39 mm  
 100.00 keV   2.298E-03  1.887E-03   22.64 mm     2.70 mm     2.62 mm  
 110.00 keV   2.383E-03  1.796E-03   24.96 mm     2.90 mm     2.85 mm  
 120.00 keV   2.447E-03  1.714E-03   27.29 mm     3.09 mm     3.07 mm  
 130.00 keV   2.495E-03  1.641E-03   29.64 mm     3.28 mm     3.29 mm  
 140.00 keV   2.532E-03  1.574E-03   32.00 mm     3.45 mm     3.50 mm  
 150.00 keV   2.562E-03  1.514E-03   34.38 mm     3.63 mm     3.71 mm  
 160.00 keV   2.586E-03  1.459E-03   36.78 mm     3.80 mm     3.93 mm  
 170.00 keV   2.608E-03  1.408E-03   39.20 mm     3.97 mm     4.13 mm  
 180.00 keV   2.628E-03  1.361E-03   41.64 mm     4.13 mm     4.34 mm  
 200.00 keV   2.668E-03  1.277E-03   46.57 mm     4.48 mm     4.75 mm  
 225.00 keV   2.725E-03  1.188E-03   52.80 mm     4.91 mm     5.25 mm  
 250.00 keV   2.794E-03  1.112E-03   59.07 mm     5.32 mm     5.75 mm  
 275.00 keV   2.876E-03  1.047E-03   65.34 mm     5.70 mm     6.23 mm  
 300.00 keV   2.972E-03  9.894E-04   71.57 mm     6.06 mm     6.69 mm  
 325.00 keV   3.080E-03  9.388E-04   77.73 mm     6.40 mm     7.14 mm  
 350.00 keV   3.198E-03  8.938E-04   83.79 mm     6.71 mm     7.57 mm  
 375.00 keV   3.325E-03  8.535E-04   89.74 mm     7.01 mm     7.99 mm  
 400.00 keV   3.459E-03  8.171E-04   95.57 mm     7.29 mm     8.39 mm  
 450.00 keV   3.744E-03  7.539E-04  106.81 mm     7.86 mm     9.13 mm  
 500.00 keV   4.042E-03  7.008E-04  117.49 mm     8.36 mm     9.80 mm  
 550.00 keV   4.347E-03  6.555E-04  127.62 mm     8.78 mm    10.41 mm  
 600.00 keV   4.653E-03  6.163E-04  137.25 mm     9.16 mm    10.96 mm  
 650.00 keV   4.957E-03  5.821E-04  146.41 mm     9.48 mm    11.46 mm  
 700.00 keV   5.259E-03  5.518E-04  155.13 mm     9.78 mm    11.91 mm  
 800.00 keV   5.858E-03  5.008E-04  171.42 mm    10.39 mm    12.71 mm  
 900.00 keV   6.454E-03  4.592E-04  186.37 mm    10.88 mm    13.39 mm  
   1.00 MeV   7.051E-03  4.246E-04  200.17 mm    11.29 mm    13.97 mm  
   1.10 MeV   7.649E-03  3.954E-04  212.98 mm    11.63 mm    14.47 mm  
   1.20 MeV   8.245E-03  3.703E-04  224.91 mm    11.91 mm    14.90 mm  
   1.30 MeV   8.836E-03  3.485E-04  236.09 mm    12.15 mm    15.28 mm  
   1.40 MeV   9.418E-03  3.293E-04  246.60 mm    12.36 mm    15.61 mm  
   1.50 MeV   9.989E-03  3.123E-04  256.53 mm    12.54 mm    15.91 mm  
   1.60 MeV   1.055E-02  2.972E-04  265.95 mm    12.71 mm    16.18 mm  
   1.70 MeV   1.109E-02  2.836E-04  274.91 mm    12.85 mm    16.42 mm  
   1.80 MeV   1.162E-02  2.713E-04  283.48 mm    12.98 mm    16.64 mm  
   2.00 MeV   1.262E-02  2.499E-04  299.58 mm    13.30 mm    17.02 mm  
   2.25 MeV   1.378E-02  2.278E-04  318.13 mm    13.68 mm    17.42 mm  
   2.50 MeV   1.484E-02  2.096E-04  335.30 mm    13.99 mm    17.75 mm  
   2.75 MeV   1.581E-02  1.943E-04  351.36 mm    14.25 mm    18.03 mm  
   3.00 MeV   1.669E-02  1.813E-04  366.53 mm    14.48 mm    18.27 mm  
   3.25 MeV   1.751E-02  1.700E-04  380.98 mm    14.68 mm    18.49 mm  
   3.50 MeV   1.825E-02  1.602E-04  394.81 mm    14.86 mm    18.68 mm  
   3.75 MeV   1.893E-02  1.515E-04  408.12 mm    15.03 mm    18.85 mm  
   4.00 MeV   1.957E-02  1.438E-04  420.99 mm    15.18 mm    19.01 mm  
   4.50 MeV   2.070E-02  1.307E-04  445.62 mm    15.64 mm    19.28 mm  
   5.00 MeV   2.167E-02  1.199E-04  469.06 mm    16.04 mm    19.51 mm  
   5.50 MeV   2.253E-02  1.109E-04  491.54 mm    16.40 mm    19.72 mm  
   6.00 MeV   2.328E-02  1.032E-04  513.25 mm    16.73 mm    19.90 mm  
   6.50 MeV   2.394E-02  9.661E-05  534.32 mm    17.03 mm    20.06 mm  
   7.00 MeV   2.454E-02  9.086E-05  554.85 mm    17.31 mm    20.21 mm  
   8.00 MeV   2.554E-02  8.131E-05  594.62 mm    18.25 mm    20.47 mm  
   9.00 MeV   2.636E-02  7.370E-05  633.01 mm    19.08 mm    20.69 mm  
  10.00 MeV   2.701E-02  6.747E-05  670.37 mm    19.84 mm    20.89 mm  
  11.00 MeV   2.754E-02  6.228E-05  706.93 mm    20.53 mm    21.07 mm  
  12.00 MeV   2.795E-02  5.788E-05  742.88 mm    21.18 mm    21.24 mm  
  13.00 MeV   2.828E-02  5.409E-05  778.36 mm    21.79 mm    21.39 mm  
  14.00 MeV   2.853E-02  5.080E-05  813.48 mm    22.38 mm    21.53 mm  
  15.00 MeV   2.871E-02  4.792E-05  848.35 mm    22.94 mm    21.67 mm  
  16.00 MeV   2.884E-02  4.536E-05  883.04 mm    23.47 mm    21.79 mm  
  17.00 MeV   2.891E-02  4.308E-05  917.60 mm    24.00 mm    21.92 mm  
  18.00 MeV   2.895E-02  4.103E-05  952.11 mm    24.50 mm    22.03 mm  
  20.00 MeV   2.891E-02  3.750E-05    1.02 m     26.41 mm    22.25 mm  
  22.50 MeV   2.871E-02  3.390E-05    1.11 m     29.15 mm    22.51 mm  
  25.00 MeV   2.838E-02  3.096E-05    1.20 m     31.69 mm    22.76 mm  
  27.50 MeV   2.798E-02  2.852E-05    1.28 m     34.11 mm    23.00 mm  
  30.00 MeV   2.752E-02  2.646E-05    1.37 m     36.43 mm    23.23 mm  
  32.50 MeV   2.702E-02  2.469E-05    1.47 m     38.69 mm    23.46 mm  
  35.00 MeV   2.651E-02  2.316E-05    1.56 m     40.90 mm    23.68 mm  
  37.50 MeV   2.599E-02  2.181E-05    1.65 m     43.08 mm    23.91 mm  
  40.00 MeV   2.546E-02  2.062E-05    1.75 m     45.23 mm    24.13 mm  
  45.00 MeV   2.443E-02  1.861E-05    1.95 m     53.41 mm    24.59 mm  
  50.00 MeV   2.344E-02  1.698E-05    2.16 m     61.06 mm    25.05 mm  
  55.00 MeV   2.264E-02  1.562E-05    2.38 m     68.37 mm    25.53 mm  
  60.00 MeV   2.181E-02  1.448E-05    2.60 m     75.43 mm    26.02 mm  
  65.00 MeV   2.095E-02  1.350E-05    2.84 m     82.39 mm    26.54 mm  
  70.00 MeV   2.022E-02  1.265E-05    3.08 m     89.29 mm    27.07 mm  
  80.00 MeV   1.890E-02  1.125E-05    3.59 m    114.96 mm    28.21 mm  
  90.00 MeV   1.776E-02  1.014E-05    4.14 m    138.52 mm    29.44 mm  
 100.00 MeV   1.676E-02  9.237E-06    4.72 m    161.00 mm    30.78 mm  
 110.00 MeV   1.588E-02  8.491E-06    5.33 m    182.90 mm    32.21 mm  
 120.00 MeV   1.510E-02  7.861E-06    5.97 m    204.47 mm    33.75 mm  
 130.00 MeV   1.441E-02  7.323E-06    6.65 m    225.87 mm    35.40 mm  
 140.00 MeV   1.378E-02  6.857E-06    7.36 m    247.21 mm    37.14 mm  
 150.00 MeV   1.322E-02  6.449E-06    8.10 m    268.53 mm    38.99 mm  
 160.00 MeV   1.270E-02  6.089E-06    8.87 m    289.91 mm    40.94 mm  
 170.00 MeV   1.223E-02  5.769E-06    9.68 m    311.37 mm    42.99 mm  
 180.00 MeV   1.179E-02  5.483E-06   10.51 m    332.94 mm    45.13 mm  
 200.00 MeV   1.101E-02  4.991E-06   12.26 m    415.38 mm    49.70 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.3470E+02                keV / (ug/cm2) 
  9.3470E+02                MeV / (mg/cm2) 
  9.3470E+05                keV / (mg/cm2) 
  6.2130E+03                 eV / (1E15 atoms/cm2)
  8.2303E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
