 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 05, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\25Al13+_in_He50torr.txt

 Ion = Aluminum [13] , Mass = 24.9833 amu

 Target Density =  1.0699E-05 g/cm3 = 1.6095E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   9.107E-04  2.580E-03    9.59 mm     1.48 mm     1.31 mm  
  40.00 keV   9.406E-04  2.519E-03   10.27 mm     1.56 mm     1.39 mm  
  45.00 keV   9.977E-04  2.406E-03   11.66 mm     1.74 mm     1.55 mm  
  50.00 keV   1.051E-03  2.305E-03   13.07 mm     1.91 mm     1.72 mm  
  55.00 keV   1.080E-03  2.213E-03   14.51 mm     2.08 mm     1.89 mm  
  60.00 keV   1.128E-03  2.129E-03   15.98 mm     2.24 mm     2.05 mm  
  65.00 keV   1.184E-03  2.052E-03   17.45 mm     2.41 mm     2.22 mm  
  70.00 keV   1.243E-03  1.982E-03   18.94 mm     2.57 mm     2.39 mm  
  80.00 keV   1.357E-03  1.857E-03   21.92 mm     2.89 mm     2.72 mm  
  90.00 keV   1.458E-03  1.749E-03   24.92 mm     3.19 mm     3.05 mm  
 100.00 keV   1.546E-03  1.655E-03   27.93 mm     3.48 mm     3.37 mm  
 110.00 keV   1.620E-03  1.573E-03   30.96 mm     3.76 mm     3.69 mm  
 120.00 keV   1.684E-03  1.499E-03   33.99 mm     4.02 mm     4.00 mm  
 130.00 keV   1.740E-03  1.433E-03   37.04 mm     4.28 mm     4.30 mm  
 140.00 keV   1.790E-03  1.373E-03   40.10 mm     4.53 mm     4.61 mm  
 150.00 keV   1.836E-03  1.319E-03   43.17 mm     4.77 mm     4.90 mm  
 160.00 keV   1.879E-03  1.270E-03   46.26 mm     5.00 mm     5.20 mm  
 170.00 keV   1.920E-03  1.224E-03   49.35 mm     5.23 mm     5.49 mm  
 180.00 keV   1.960E-03  1.183E-03   52.44 mm     5.45 mm     5.77 mm  
 200.00 keV   2.038E-03  1.108E-03   58.64 mm     5.91 mm     6.33 mm  
 225.00 keV   2.137E-03  1.029E-03   66.37 mm     6.47 mm     7.01 mm  
 250.00 keV   2.240E-03  9.624E-04   74.05 mm     6.98 mm     7.66 mm  
 275.00 keV   2.348E-03  9.046E-04   81.63 mm     7.45 mm     8.28 mm  
 300.00 keV   2.462E-03  8.542E-04   89.09 mm     7.89 mm     8.88 mm  
 325.00 keV   2.580E-03  8.098E-04   96.40 mm     8.30 mm     9.45 mm  
 350.00 keV   2.702E-03  7.704E-04  103.56 mm     8.67 mm     9.99 mm  
 375.00 keV   2.828E-03  7.350E-04  110.54 mm     9.02 mm    10.50 mm  
 400.00 keV   2.956E-03  7.032E-04  117.35 mm     9.35 mm    10.98 mm  
 450.00 keV   3.217E-03  6.481E-04  130.43 mm    10.01 mm    11.88 mm  
 500.00 keV   3.480E-03  6.018E-04  142.84 mm    10.57 mm    12.69 mm  
 550.00 keV   3.740E-03  5.624E-04  154.61 mm    11.06 mm    13.41 mm  
 600.00 keV   3.995E-03  5.284E-04  165.80 mm    11.49 mm    14.07 mm  
 650.00 keV   4.247E-03  4.987E-04  176.47 mm    11.87 mm    14.67 mm  
 700.00 keV   4.494E-03  4.725E-04  186.66 mm    12.20 mm    15.21 mm  
 800.00 keV   4.985E-03  4.283E-04  205.74 mm    12.91 mm    16.16 mm  
 900.00 keV   5.477E-03  3.924E-04  223.32 mm    13.48 mm    16.97 mm  
   1.00 MeV   5.973E-03  3.626E-04  239.58 mm    13.95 mm    17.65 mm  
   1.10 MeV   6.476E-03  3.374E-04  254.69 mm    14.34 mm    18.25 mm  
   1.20 MeV   6.982E-03  3.158E-04  268.77 mm    14.67 mm    18.76 mm  
   1.30 MeV   7.488E-03  2.971E-04  281.96 mm    14.95 mm    19.22 mm  
   1.40 MeV   7.991E-03  2.806E-04  294.35 mm    15.20 mm    19.61 mm  
   1.50 MeV   8.490E-03  2.660E-04  306.04 mm    15.41 mm    19.97 mm  
   1.60 MeV   8.981E-03  2.530E-04  317.11 mm    15.60 mm    20.29 mm  
   1.70 MeV   9.464E-03  2.414E-04  327.62 mm    15.76 mm    20.57 mm  
   1.80 MeV   9.938E-03  2.308E-04  337.65 mm    15.91 mm    20.83 mm  
   2.00 MeV   1.085E-02  2.125E-04  356.42 mm    16.27 mm    21.28 mm  
   2.25 MeV   1.193E-02  1.936E-04  377.91 mm    16.69 mm    21.74 mm  
   2.50 MeV   1.294E-02  1.780E-04  397.67 mm    17.04 mm    22.12 mm  
   2.75 MeV   1.387E-02  1.650E-04  416.04 mm    17.33 mm    22.44 mm  
   3.00 MeV   1.474E-02  1.538E-04  433.28 mm    17.57 mm    22.72 mm  
   3.25 MeV   1.554E-02  1.442E-04  449.60 mm    17.79 mm    22.96 mm  
   3.50 MeV   1.628E-02  1.358E-04  465.15 mm    17.98 mm    23.17 mm  
   3.75 MeV   1.696E-02  1.284E-04  480.05 mm    18.15 mm    23.36 mm  
   4.00 MeV   1.759E-02  1.219E-04  494.40 mm    18.31 mm    23.53 mm  
   4.50 MeV   1.873E-02  1.107E-04  521.71 mm    18.79 mm    23.83 mm  
   5.00 MeV   1.970E-02  1.015E-04  547.56 mm    19.20 mm    24.08 mm  
   5.50 MeV   2.054E-02  9.385E-05  572.27 mm    19.57 mm    24.30 mm  
   6.00 MeV   2.127E-02  8.734E-05  596.05 mm    19.90 mm    24.49 mm  
   6.50 MeV   2.191E-02  8.173E-05  619.10 mm    20.20 mm    24.67 mm  
   7.00 MeV   2.247E-02  7.684E-05  641.53 mm    20.48 mm    24.82 mm  
   8.00 MeV   2.340E-02  6.874E-05  684.95 mm    21.44 mm    25.09 mm  
   9.00 MeV   2.411E-02  6.228E-05  726.91 mm    22.29 mm    25.33 mm  
  10.00 MeV   2.466E-02  5.700E-05  767.79 mm    23.07 mm    25.54 mm  
  11.00 MeV   2.509E-02  5.260E-05  807.88 mm    23.79 mm    25.72 mm  
  12.00 MeV   2.541E-02  4.887E-05  847.39 mm    24.47 mm    25.89 mm  
  13.00 MeV   2.564E-02  4.566E-05  886.48 mm    25.11 mm    26.05 mm  
  14.00 MeV   2.580E-02  4.288E-05  925.28 mm    25.73 mm    26.20 mm  
  15.00 MeV   2.590E-02  4.043E-05  963.89 mm    26.33 mm    26.34 mm  
  16.00 MeV   2.595E-02  3.827E-05    1.00 m     26.90 mm    26.47 mm  
  17.00 MeV   2.596E-02  3.634E-05    1.04 m     27.47 mm    26.59 mm  
  18.00 MeV   2.594E-02  3.460E-05    1.08 m     28.02 mm    26.71 mm  
  20.00 MeV   2.580E-02  3.162E-05    1.16 m     30.11 mm    26.94 mm  
  22.50 MeV   2.551E-02  2.857E-05    1.25 m     33.14 mm    27.22 mm  
  25.00 MeV   2.513E-02  2.609E-05    1.35 m     35.99 mm    27.47 mm  
  27.50 MeV   2.469E-02  2.403E-05    1.45 m     38.71 mm    27.72 mm  
  30.00 MeV   2.422E-02  2.229E-05    1.55 m     41.34 mm    27.97 mm  
  32.50 MeV   2.374E-02  2.079E-05    1.66 m     43.91 mm    28.21 mm  
  35.00 MeV   2.324E-02  1.950E-05    1.77 m     46.44 mm    28.45 mm  
  37.50 MeV   2.275E-02  1.836E-05    1.87 m     48.94 mm    28.69 mm  
  40.00 MeV   2.226E-02  1.736E-05    1.99 m     51.42 mm    28.93 mm  
  45.00 MeV   2.131E-02  1.567E-05    2.21 m     60.85 mm    29.42 mm  
  50.00 MeV   2.042E-02  1.429E-05    2.45 m     69.68 mm    29.93 mm  
  55.00 MeV   1.974E-02  1.314E-05    2.70 m     78.10 mm    30.45 mm  
  60.00 MeV   1.891E-02  1.218E-05    2.96 m     86.28 mm    30.99 mm  
  65.00 MeV   1.822E-02  1.135E-05    3.23 m     94.34 mm    31.55 mm  
  70.00 MeV   1.757E-02  1.064E-05    3.51 m    102.31 mm    32.14 mm  
  80.00 MeV   1.642E-02  9.455E-06    4.10 m    131.94 mm    33.39 mm  
  90.00 MeV   1.543E-02  8.521E-06    4.73 m    159.11 mm    34.76 mm  
 100.00 MeV   1.456E-02  7.763E-06    5.39 m    185.03 mm    36.25 mm  
 110.00 MeV   1.380E-02  7.135E-06    6.10 m    210.26 mm    37.86 mm  
 120.00 MeV   1.312E-02  6.605E-06    6.84 m    235.11 mm    39.59 mm  
 130.00 MeV   1.252E-02  6.152E-06    7.62 m    259.77 mm    41.44 mm  
 140.00 MeV   1.197E-02  5.760E-06    8.44 m    284.35 mm    43.41 mm  
 150.00 MeV   1.147E-02  5.417E-06    9.29 m    308.94 mm    45.50 mm  
 160.00 MeV   1.102E-02  5.114E-06   10.18 m    333.60 mm    47.72 mm  
 170.00 MeV   1.061E-02  4.845E-06   11.11 m    358.37 mm    50.04 mm  
 180.00 MeV   1.022E-02  4.604E-06   12.07 m    383.29 mm    52.49 mm  
 200.00 MeV   9.532E-03  4.191E-06   14.09 m    478.68 mm    57.71 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.3470E+02                keV / (ug/cm2) 
  9.3470E+02                MeV / (mg/cm2) 
  9.3470E+05                keV / (mg/cm2) 
  6.2130E+03                 eV / (1E15 atoms/cm2)
  8.7405E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
