# tel2/dEX.dat is created from AlphaCalibration.C
# offset gain
-0.347792 0.00789929
-0.639498 0.00754102
-0.521514 0.00771004
-0.825082 0.0100528
-0.655563 0.00755575
-0.392644 0.00754546
-0.419397 0.00769948
-0.501009 0.00778149
-0.59691 0.00803229
-0.537837 0.00788644
-0.286121 0.00740147
-0.588265 0.00790228
-0.529914 0.00785104
-0.375529 0.00808094
-0.550458 0.00821956
-0.386808 0.00830212
