# tel2/dEY.dat is created from AlphaCalibration.C
# offset gain
-0.695874 0.00834099
-0.651775 0.00816889
-0.893813 0.00788299
-0.756734 0.00836289
-0.745141 0.00812972
-0.840704 0.00810143
0.0 0.0
-0.931459 0.00820852
-0.620534 0.00795946
-0.579024 0.0079243
-0.313114 0.0080493
-0.702184 0.00785984
-0.574211 0.008003
-0.676416 0.00782307
-0.796692 0.00849498
-0.5128 0.00840349
